created_at,time,username,text,is_retweet,reply,retweet,favorite,source
18 Feb 2019,12:20 AM,@aninalalala,@KemenkesRI kenapa puskesmas tidak mengeluarkan surat keterangan sakit?,False,NA,NA,NA,/aninalalala/status/1097410466165342209
18 Feb 2019,12:09 AM,@CaswanP,Saya sudah install tapi lama respon nya,True,NA,NA,NA,/CaswanP/status/1097407647194607617
17 Feb 2019,11:21 PM,@shda_agatha,"Dear pak @jokowi ,

cc : @setkabgoid @KSPgoid @KemenkesRI @KemensetnegRI @wapres_rihttps://twitter.com/fnursyamsi/status/1096740133066334208 …",False,1,1,4,/shda_agatha/status/1097395738164703232
17 Feb 2019,9:45 PM,@rrizqa,website nya kemkes lagi gangguan apa gimana ya? kok gak bias diakses? @KemenkesRI,False,1,NA,NA,/rrizqa/status/1097371526964293633
17 Feb 2019,8:32 PM,@ArzyDicky,"@KemenkesRI min bagaimana cara menurunkan atau mengurangi perut buncit, Terima kasih",False,NA,NA,NA,/ArzyDicky/status/1097353243343020033
17 Feb 2019,8:23 PM,@nilaprames,Tim air putih hangat,True,NA,NA,NA,/nilaprames/status/1097350977676488704
17 Feb 2019,7:43 PM,@FajarFeb92,@KemenkesRI bagaimana prosedur membuat perijinan produk non pangan ukm (deterjen cair),False,NA,NA,NA,/FajarFeb92/status/1097340901435666432
17 Feb 2019,6:39 PM,@ikasoewadji,Bagusnya pake tumbler next time bukan pake botol plastik #breakfreefromplastic,True,NA,NA,1,/ikasoewadji/status/1097324775960076288
17 Feb 2019,2:54 AM,@BidanPTTBersatu,"Selamat sore FORBIDES Indonesia.  Mari kita periksa kembali perjalanan Hak Kepastian Kerja CPNS Bidan Desa,  paska Pak @jokowi terbitkan Keppres No. 25/2018. Sudah 2 bulan berproses,  belum ada akselerasi dari @menpangoid u/pengumuman CPNS. cc @KemenkesRI Bu @NilaMoeloek",False,3,20,18,/BidanPTTBersatu/status/1097086947934105602
16 Feb 2019,10:15 PM,@Dealvra,@KemenkesRI Hallo saya mahasiswa yg sedang melakukan penelitian tentang IMD. berapakah angka tercapai IMD di 2018? terimakasih,False,1,NA,1,/Dealvra/status/1097016753937309696
16 Feb 2019,9:51 PM,@infoppkk,"Salam sehat sobat kriskes. Berikut admin ingin memberikan informasi terkait dengan perkembangan kejadian krisis kesehatan terkait Erupsi Gunung Karangetang di Siau Tagulandang Biaro per 17 Februari 2019.
@KemenkesRI
#informasibencana #infokrisiskesehatan #pusatkisiskesehatanpic.twitter.com/DA0J2aYUVv",False,NA,12,14,/infoppkk/status/1097010656304279552
18 Feb 2019,12:01 AM,@kiki_suheiti,Terima kasih @KemenkesRI semoga masyarakat Indonesia semakin sehat,True,NA,NA,NA,/kiki_suheiti/status/1097405645316222976
17 Feb 2019,11:09 PM,@KemenkesRI,"Hai Rizqa 
Website @KemenkesRI sudah bisa kamu akses di http://kemkes.go.id ",True,NA,NA,NA,/KemenkesRI/status/1097392639186427905
17 Feb 2019,11:08 PM,@zainab83148773,@KemenkesRI http://sorotpublik.com/berita-terkini/jelang-perpisahan-kkn-upgris-2019-gelar-jalan-sehat-expo-di-kecamatan-ngaliyan/ …,False,NA,NA,NA,/zainab83148773/status/1097392381811253248
17 Feb 2019,10:59 PM,@andrebrasco,@KemenkesRI siang min..mhn dibantu terkait informasi terkait daerah terdampak DBD dan jmlh korban sd bln Februari 2019.saya bisa lihat info detailnya dmn y? Soalny saya lihat di web kemenkes error trs.mhn dibantu.terimakasih,False,NA,NA,NA,/andrebrasco/status/1097390208629129216
17 Feb 2019,9:35 PM,@JuliJulayy,@KemenkesRI min ko d tlf ke 1500567 ga bisa terus ??,False,NA,NA,NA,/JuliJulayy/status/1097369073619353600
17 Feb 2019,8:32 PM,@Uun_Aryantiptt,ayoo pengumuman cpns 35 plus PTT pusat..salam juang..,True,NA,NA,NA,/Uun_Aryantiptt/status/1097353182278180864
17 Feb 2019,7:20 PM,@seftafianiw,Suka ketiga2nya,True,NA,NA,NA,/seftafianiw/status/1097335049697935360
17 Feb 2019,7:02 PM,@NizamSyafii,Min brp sih kebutuhan air putih harian kita? Apa ada rumus khusus berdasarkan BB?,True,NA,NA,NA,/NizamSyafii/status/1097330434424299521
17 Feb 2019,6:30 PM,@____amad,Min..bagusan air putih adem apa hangat?,True,NA,NA,NA,/____amad/status/1097322390202150914
17 Feb 2019,6:16 PM,@FransMaekel,Im sos sad cc  CC @KemenkesRI @kpp_pahttps://twitter.com/voaindonesia/status/1097279411919843328 …,False,NA,NA,NA,/FransMaekel/status/1097318790096871424
17 Feb 2019,6:11 PM,@KemenkesRI,"Tanpa karbohidrat, asam lemak hanya teroksidasi dan bisa memicu menurunnya energi tubuh. Nah, dengan sarapan bisa mengganti cadangan glikogen dan menaikkan tingkat energi untuk memenuhi kebututuhan metabolisme tubuh sepanjang hari.",False,1,8,10,/KemenkesRI/status/1097317547525820416
17 Feb 2019,6:11 PM,@KemenkesRI,"Glikogen adalah glukosa yang tersimpan di dalam otot dan hati yang terus tersebar ke tubuh sepanjang malam agar tekanan darah tetap stabil. Saat glikogen terpakai, tubuh mulai mengurai asam lemak untuk memproduksi energi.",False,1,2,4,/KemenkesRI/status/1097317546213105665
17 Feb 2019,6:11 PM,@KemenkesRI,"Mengapa sarapan sangat penting? 

Sarapan bisa mengisi kembali persediaan glukosa dan nutrisi penting lainnya agar tubuh tetap berenergi sepanjang hari. #TahukahKamu selama kita tidur, kadar glikogen terus menurun. Apa itu glikogen?",False,1,3,4,/KemenkesRI/status/1097317544761806848
17 Feb 2019,4:19 PM,@drpriono,Ayo jangan pasang gambar botol plastik... konsisten dong kurangi sampah plastik. @jokowi @KemenkesRI https://twitter.com/kemenkesri/status/1097287565072248832 …,False,NA,1,2,/drpriono/status/1097289374838882305
17 Feb 2019,4:15 PM,@kalaramanik,"Salam juang!
@BidanPTTBersatu",True,NA,1,1,/kalaramanik/status/1097288511437209602
17 Feb 2019,11:23 AM,@roticanaimelayu,"ga masalah sih itu, selama milik swasta.",True,NA,NA,NA,/roticanaimelayu/status/1097214889485950976
17 Feb 2019,7:10 AM,@yogaJFT96,"@KemenkesRI min, makan mie instan bahaya bagi kesehatan tidak?",False,NA,NA,NA,/yogaJFT96/status/1097151184631062528
16 Feb 2019,4:56 PM,@graciacorelita,"#Repost @PemkotSmg
•  •  •  •  •
#Repost @hendrarprihadi
• • • • •
Hari ini bercerita tentang pelayanan kesehatan Kota Semarang berbasis online di Rakornas @KemenkesRI
#pemkotsemarang… https://www.instagram.com/p/Bt9qyDnnGqm/?utm_source=ig_twitter_share&igshid=ctahhp1k8keg …",False,NA,NA,NA,/graciacorelita/status/1096936405165592576
17 Feb 2019,6:15 PM,@paijoPelok,"#pemerintahbekerja pak @jokowi bantu dong

yth bu @NilaMoeloek @oprimadi @litbangkemenkes @ditpromkes dan admin @KemenkesRI 

data-data tersebut dirinci per provinsi apakah boleh download pada link yang mana?

atau kalau kalau bersurat resmi ditujukan ke siapa?

terima kasih",True,NA,NA,NA,/paijoPelok/status/1097318622937010176
17 Feb 2019,6:11 PM,@KemenkesRI,"Terakhir, upayakan sarapan dengan makanan bergizi seimbang agar nutrisi dari vitamin, mineral, protein, karbohidrat dll bisa terserap optimal dalam tubuh.  

Salam sehat!",False,NA,5,8,/KemenkesRI/status/1097317548847026177
17 Feb 2019,4:19 PM,@estananto,Apa aksi @KemenkesRI untuk mengurangi konsumsi gula penduduk Indonesia? Bahkan di kopi atau teh kemasan kandungan gulanya 25 g! https://twitter.com/KemenkesRI/status/1097287565072248832 …,False,NA,NA,NA,/estananto/status/1097289585925615616
17 Feb 2019,8:46 AM,@dinkesJKT,Mohon berkenan disampaikan kepada @KemenkesRI melalui @DitjenYankes ya Pak. Terima kasih,True,1,NA,1,/dinkesJKT/status/1097175447538782208
17 Feb 2019,8:25 AM,@rumahpositif99,@KemenkesRI @Kemenkumham_RI @kemenkopmk,False,NA,NA,NA,/rumahpositif99/status/1097170204453330945
17 Feb 2019,3:43 AM,@TruthisP4in,"Banyak yg mendoakan bu Ani tp justru ini aib utk Indonesia 

Apakah RS International yg bertebaran di JKT kalah ilmu&teknologi dg RS Singapura?

Ini yg harus diperhatikan @KemenkesRI

Cc ke @Gamal_Albinsaid
@dr_tompihttps://nasional.kompas.com/read/2019/02/17/17152581/divonis-kanker-darah-ani-yudhoyono-yakin-bisa-melawan …",False,NA,NA,NA,/TruthisP4in/status/1097099132173410306
16 Feb 2019,11:53 PM,@girwangi,"Bahan secara tidak langsung, hal ini juga pernah disebutkan oleh mantan anak buahnya Prabowo, Poempida, bahwa Prabowo sebenarna sudah sangat dekat hingga menyiapkan bisnis untuk pacarnya itu.https://youtu.be/CJuxUZaJ4TA  @KemenkesRI @inasinam @mustain581 @sek_bppsdmp @Raesaka",False,NA,NA,NA,/girwangi/status/1097041383217520640
16 Feb 2019,11:43 PM,@KomnasPT,"Kapan lagi melihat hal yang sama, coba bantu mengingatkan si Bapak ya, bu. Kasihan anak dan istrinya.",True,NA,NA,2,/KomnasPT/status/1097038836931059712
16 Feb 2019,10:59 PM,@PaniRully,"Prabowo memiliki pacar dari Thailand. Jika benar, apakah bisa sosok ibu negara kita diisi oleh wanita yang bukan WNI? https://youtu.be/FKjFWV8_MCg  @KemenkesRI @inasinam @mustain581 @sek_bppsdmp @Raesaka
#pleaseshare! #bagikan! #sebarkan! #viralkan! #02IndonesiaBubar",False,NA,NA,NA,/PaniRully/status/1097027671857348608
16 Feb 2019,10:28 PM,@KPuputri,"Menggelikan ya, ternyata Prabowo hanya terlihat jantan di luar. Tapi ternyata dibalik kejantanannya itu ada sifat �kemayu�nya juga. Seperti anaknya itu.https://youtu.be/CJuxUZaJ4TA  @PartaiPerindo @KemenkesRI @DPPPerindo @TelkomCare @whyni4",False,NA,NA,1,/KPuputri/status/1097019862726074368
16 Feb 2019,8:09 PM,@v3_aishiteru,"#MyArticle #HL  Selama musim hujan ini mesti waspadai kencing tikus, penyebab #leptospirosis. Leptospirosis ini lagi KLB di Kalimantan Utara.

Simak tulisan lengkapnya.  @liputan6dotcom
@KemenkesRI
@ditjenpppl
https://m.liputan6.com/health/read/3895314/headline-mewaspadai-jejak-kencing-tikus-penyebab-klb-leptospirosis …",False,NA,NA,NA,/v3_aishiteru/status/1096984969111453697
16 Feb 2019,7:59 PM,@eka_shafia,Siang ini di ruang tunggu pencucian mobil menyaksikan seorang bapak muda merokok di depan istri & kedua anaknya yg berusia 7-8 tahun & 2 tahun #RokokHarusMahal @PRFMnews @SuaraTanpaRokok @KemenkesRI @BPJSKesehatanRI @Bandung_Dinkes @smokefreebdg @KerenTanpaRokok @KomnasPT,False,1,1,NA,/eka_shafia/status/1096982375660056576
16 Feb 2019,7:35 PM,@rakyatjelata992,NA,True,NA,NA,NA,/rakyatjelata992/status/1096976354162003973
16 Feb 2019,6:35 PM,@diahbelia,"Ihhhh....
Di tag donk pak @jokowi nyaa sama pak @Pak_JK ....
Hemzzz
Cc @KemenkesRI",True,NA,NA,NA,/diahbelia/status/1096961365086892032
16 Feb 2019,6:32 PM,@urbannews_id,@BKKBNofficial @KemenkesRI @jokowi @kemenkopmkhttps://twitter.com/urbannews_id/status/1096958882314743809 …,False,NA,NA,NA,/urbannews_id/status/1096960540742578177
16 Feb 2019,5:35 PM,@erliansyahyans,mantap.. @KemenkesRI @arbovhttps://twitter.com/tni_ad/status/1096944560289198080 …,False,NA,NA,NA,/erliansyahyans/status/1096946217446137857
16 Feb 2019,4:01 AM,@Fransugi,"Help this little guy to keep smiling, to keep doing funny things. He is 6 yo and has SMA type 2

@AveXisInc @biogen @KemenkesRI @idai_tweets @ACTforSMA @SMAribbon @Roche @jokowi @",False,NA,NA,NA,/Fransugi/status/1096741426707099648
14 Feb 2019,6:23 PM,@melianach,"Jual kondom dirazia? 
For real? 
@KemenkesRI
@BKKBNofficialhttps://twitter.com/detikcom/status/1095921661956841474 …",False,NA,4,NA,/melianach/status/1096233594106785792
14 Feb 2019,2:25 AM,@translatorbali,"Chicken liver inscribed with numbers and letters in a newly slaughtered chicken has left the local people at Huilelot village, Kupang, East Nusa Tenggara utterly flabbergasted  https://news.detik.com/berita/d-4424742/geger-hati-ayam-di-kupang-bertuliskan-angka-warga-kaitkan-dengan-pertanda … … … 
https://www.youtube.com/watch?v=LNw0pFSaT5M … …",True,NA,1,1,/translatorbali/status/1095992310930653185
13 Feb 2019,8:24 PM,@HBismantara,"The government could collaborate with universities to develop a strategic planning in directing public health graduates in assisting direct services on health promotion. Funding could be provided by BPJS Kesehatan, philanthropists, or CSR @KemenkesRI",False,NA,NA,1,/HBismantara/status/1095901576462364672
13 Feb 2019,8:06 PM,@HBismantara,An interesting research to provide evidences that preventive medicine could lower health spendings. It would be wise if authorities on JKN could reconsider to implement their long-term strategies and allocate more budget on health prevention @KemenkesRI @BPJSKesehatanRIhttps://twitter.com/Harvard/status/1095494014722281473 …,False,1,NA,1,/HBismantara/status/1095897146996322304
13 Feb 2019,5:29 PM,@HafizYusaryahya,"In 2015, a report by the UK Governmentfound that if an additional 40% of TB cases become resistant to first-line drugs, by 2050 MDR-TB could cost $16.7 trillion to combat, reduce global GDP by more than 0.6%, and kill an additional 75 million people
#tuberculosis
Cc @KemenkesRI https://twitter.com/wef/status/1095797280861499403 …",False,NA,NA,NA,/HafizYusaryahya/status/1095857590737588226
13 Feb 2019,3:03 AM,@Alfaizilamadik1,Nip min.nip,True,NA,NA,1,/Alfaizilamadik1/status/1095639497255964673
12 Feb 2019,6:31 PM,@ohokefine,"I would love to join you to give em supports and another treat and education.
Jd km bkin perkumpulan khusus untuk mereka atau gimana",True,1,NA,NA,/ohokefine/status/1095510645569576960
12 Feb 2019,5:21 PM,@IngNa70,"Jadi apa solusi buat anak2 itu, @KemenkesRI ?

Are you saying that “no future for them anyway” by treating them this extremely poor?

Are they so (and I am trying to put this in the most fcuking appropriate way) expendable? https://twitter.com/ndoeeet_/status/1095309750412095489 …",False,NA,1,NA,/IngNa70/status/1095493162355777536
12 Feb 2019,7:21 AM,@lukmnhkimbty,Can we do this as well @KemenkesRI @anjarisme (?)https://twitter.com/MSF_access/status/1095280117574746112 …,False,NA,NA,1,/lukmnhkimbty/status/1095342025539375107
12 Feb 2019,5:38 AM,@ppsdmmigas,"Untuk UMUM ya #rekanmigas .
Let's give blood and save lives
.
#ppsdmmigas #bridgingyoursuccess #bpsdmesdm #kesdm #energiberkeadilan #worldblooddonorday #kemenkes #kemenkesri #pmiindonesia
@KementerianESDM @KemenkesRI @pmiblora78 @PMIJawaTengahpic.twitter.com/INsY8U7gtY",False,NA,NA,1,/ppsdmmigas/status/1095316303563317249
11 Feb 2019,2:18 AM,@cracklingclack,"""""""""""""""""""""""""""""""cc @p2ptmkemenkesRI @KemenkesRI @blogdokter @newsplatter @Mentimoen its a shame this thing happened in our country. these children are innocent :""""""""""""""""""""""""""""""""https://twitter.com/TIME/status/1094900119663796224 …""""""""""""""""""""""""""""""",False,NA,4,4,/cracklingclack/status/1094903517565771778
10 Feb 2019,7:43 PM,@CareldeGroot,"Nothing more important today #lombok then discussing @NLinIndonesia and @SimaviNL supported #sehati; status and way forward promoting #sanitation, #hygiene #stbm #clts #sdg6 @HumasNTB @ProvNTT @KemenkesRI @PlanIndonesia @HollandWaterpic.twitter.com/oogOod8a32",False,NA,2,12,/CareldeGroot/status/1094804046760665088
7 Feb 2019,9:58 PM,@Enny_Nn,Talass...,True,NA,NA,1,/Enny_Nn/status/1093750843340255232
6 Feb 2019,7:59 PM,@nuryantidewi78,"Healthy sleep is essential to a healthy life #CegahDBD
@KemenkesRI",False,NA,NA,1,/nuryantidewi78/status/1093358619687436289
6 Feb 2019,7:43 PM,@tricitrar,"What are you? 
You are what you eat.
#CegahDBD @KemenkesRI",False,NA,NA,NA,/tricitrar/status/1093354502323810304
3 Feb 2019,5:17 AM,@P3nj3l4j4h,"Slmt malam Pak @jokowi ibu Menteri @NilaMoeloek @KemenkesRI mohon bantuanny utk adik Komang Intania Putri Gayatri d Bali, ia mnderita sakit jantung bawaan lahir
Mohon Pak perhatianny utk adik ini 
Terimakasih, Pak, Bu
Tetap semangat y dik Tania
https://m.facebook.com/story.php?story_fbid=386423115450732&id=100022491409874 …pic.twitter.com/PMAp45Jfp1",False,20,254,268,/P3nj3l4j4h/status/1092049451508617216
30 Jan 2019,6:03 PM,@HlthPolicyPlus,"At #PMAC2019 with @DefeatNCD, @USAIDGH, @KemenkesRI, & @WHOSEARO,  brainstorming priority research topics to better understand how to address the impact of #NCDs on #maternalhealth & #newbornhealth. Watch this space for more!pic.twitter.com/c30lbcnxYa",False,NA,NA,3,/HlthPolicyPlus/status/1090792543900581888
30 Jan 2019,8:36 AM,@HlthPolicyPlus,"This week we’re @ #PMAC2019 with our @KemenkesRI partners, tackling the ins & outs of how to reduce the burden of #NCDs on maternal & newborn health. Want more? Read our latest at https://bit.ly/2B9XakA  & watch this space for our upcoming coverage. @USAIDGH. @usaidindonesia.pic.twitter.com/WtMG3Pc3Ke",False,NA,NA,2,/HlthPolicyPlus/status/1090649944405561345
30 Jan 2019,4:00 AM,@KemenkesRI,"Kita bisa kok mencegah Demam Berdarah Dengue (DBD) dengan cara yang mudah dan efektif 

Simak #TipsSehat berikut ya #Healthies! Semoga bermanfaat 
#CegahDBDpic.twitter.com/h6MUbGJPDA",False,NA,148,94,/KemenkesRI/status/1090580389394026497
29 Jan 2019,7:00 PM,@KemenkesRI,"Hampir seluruh wilayah Indonesia berpotensi adanya DBD. 

Apalagi di musim hujan banyak genangan air yang membuat jentik-jentik nyamuk berkembang 

Tetap waspada #Healthies! 

#CegahDBDpic.twitter.com/mPceHSu2b6",False,3,225,106,/KemenkesRI/status/1090444488877563904
29 Jan 2019,4:20 PM,@usaidindonesia,"Good advice, @KemenkesRI",True,NA,NA,1,/usaidindonesia/status/1090404249924587520
29 Jan 2019,6:00 AM,@KemenkesRI,"Mencari pasangan hidup itu tidak perlu ganteng atau cantik. Yang penting mau berkomitmen untuk menjaga kesehatan diri sendiri, keluarga dan lingkungan sekitarnya - #Minkes

Selamat malam!pic.twitter.com/U8Viyh9IoP",False,1,113,112,/KemenkesRI/status/1090248200840044546
29 Jan 2019,4:00 AM,@KemenkesRI,"Jangan buang air matamu #Healthies 

Menangis bukan satu-satunya cara untuk meluapkan kesedihanmu. Jika kamu ada masalah, curhatlah dengan orang yang kamu percaya. 

Curhat bisa mengurangi beban yg ada di hati lho 
#DepresiYukCurhatpic.twitter.com/4JcR6MtUaI",False,67,782,768,/KemenkesRI/status/1090217997124362240
29 Jan 2019,1:00 AM,@KemenkesRI,"Pernah marah-marah nggak jelas? 

Bisa jadi ada sesuatu yang mengganggumu tapi kamu tidak bisa mengungkapkannya. 

Solusinya, ungkapkanlah dengan orang yang kamu percaya #Healthies 
#SehatJiwakupic.twitter.com/4KCHtWZS1a",False,2,113,84,/KemenkesRI/status/1090172701207973888
28 Jan 2019,5:41 PM,@KemenkesRI,"Pagi #Healthies!
Tidak ada maknanya jika pikiran negatif memenuhi ruang kepalamu 
Jadikan hari ini menjadi hari yang menyenangkan dengan memulai pikiran-pikiran positif dengan mengelola stress 

Sudah siap jalani hari #Healthies? 

Salam sehat!

#SehatJiwaKupic.twitter.com/ueN94RJawr",False,4,65,61,/KemenkesRI/status/1090062389142118400
28 Jan 2019,5:29 PM,@KemenkesRI,Indonesia welcomes @WHO support in increasing the coverage of Universal Health Coverage (UHC) and appreciate WHO's step to establish UHC as a priority target for WHO organizations https://twitter.com/DrTedros/status/1089890376935243777 …,False,NA,4,7,/KemenkesRI/status/1090059422305402880
28 Jan 2019,3:07 PM,@119bdgemergency,#Giatpsc119 sakit?call 119 @Bandung_Dinkes @ritaverita167 @HumasBdg @PRFMnews @ElshintaBandung @diskes_jabar @KemenkesRI @OdedMD @ridwankamilpic.twitter.com/9J6U7wKiru,False,NA,2,3,/119bdgemergency/status/1090023511723130880
28 Jan 2019,6:51 AM,@MusaBungudu5,Excellent Sir. You and Michel are real advocates.,True,NA,NA,NA,/MusaBungudu5/status/1089898834682089473
28 Jan 2019,1:05 AM,@IndonesiaGeneva,News from WHO Collaborating Center for Reference & Research for Influenza: @WHO agreed to expedite the establishment of WHO Collaborative Centre in Indonesia. #inidiplomasi #IndonesiaSejahtera @Kemlu_RI @KemenkesRI @NilaMoeloek @kemenkopmk @puan_maharanipic.twitter.com/vRompIxqJb,False,NA,1,7,/IndonesiaGeneva/status/1089811768069767169
25 Jan 2019,8:25 PM,@RadioElshinta,"Kamu yakin 2019 msh mau pakai plastik? 

Ingat bahaya limbah plastik bisa mengancam kesehatan lingkungan  & kesehatan tubuh.
Ayo kurangi penggunaan limbah plastik, gunakan tas belanja setiap berbelanja, bawa botol minum di setiap aktivitas. Via @KemenkesRI
pic.twitter.com/pdcsV9k1ru",False,4,55,58,/RadioElshinta/status/1089016451137064960
24 Jan 2019,1:04 AM,@syanto21,"ok min, tks",True,NA,NA,1,/syanto21/status/1088362013808484353
23 Jan 2019,8:28 PM,@AusIndCentre,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""The main obstacle stopping informal sector workers from joining the JKN is not the premium but a lack of insurance literacy” - Read about why Indonesians do and don't sign up for national health insurance. @univ_indonesia @ANUmedia @KemenkesRI @jakposthttps://australiaindonesiacentre.org/more-incentive-needed-for-missing-middle-of-indonesias-national-health-insurance/ …""""""""""""""""""""""""""""""",False,NA,NA,3,/AusIndCentre/status/1088292313904738305
22 Jan 2019,7:04 PM,@Jelantik5,"Netizens; Please do your magic RT

@AmbarwatiRexy @4Y4NKZ @PartaiSocmed @Tribun_Bali @BaliBalishanti @balishanti @BaliJujur @BaliUtd @baligolive
@leakBALI_ @ForBALI13 @balipediaID @Metro_TV @metrobali @TVRINasional @tvOneNewshttps://twitter.com/_DIM45_ARYA_/status/1087732677648793605?s=19 …",True,NA,2,1,/Jelantik5/status/1087908806531510273
22 Jan 2019,7:24 AM,@_DIM45_ARYA_,"Tubuh Digerogoti Kanker, Demi Tekad Sembuh Terpaksa Hutang Sana-Sini https://radarbali.jawapos.com/read/2019/01/22/115304/tubuh-digerogoti-kanker-demi-tekad-sembuh-terpaksa-hutang-sana-sini#.XEc1DD25_-g.twitter … cc @jokowi @Pak_JK @NilaMoeloek @KemenkesRI @pekaklonto @Yettidewi moga pejabat di Bali bisa bantu.",False,3,73,39,/_DIM45_ARYA_/status/1087732677648793605
20 Jan 2019,10:08 PM,@taleesjrizvi,"Need your support for Indian Women Achievers Awards 2019, Inviting Nominations #Sponsors & #Exhibitors from #Corporate,#Education,#socialwork & Others. #IWC2019 Please #Retweet http://www.indianconventions.com   or 9310634007pic.twitter.com/9TGpp0v6AE",True,NA,NA,NA,/taleesjrizvi/status/1087230420972961793
20 Jan 2019,6:04 PM,@p2ptmkemenkesRI,"Our biggest fans this week: @KemenkesRI, @FitradioBandung, @birokesrajateng. Thank you! via https://sumall.com/thankyou?utm_source=twitter&utm_medium=publishing&utm_campaign=thank_you_tweet&utm_content=text_and_media&utm_term=25e0a7da72c707ef87673389 …pic.twitter.com/BUlISGN8bx",False,NA,2,2,/p2ptmkemenkesRI/status/1087168918035279872
20 Jan 2019,2:46 PM,@Azk1a_93,Nanas is the best min,True,NA,NA,1,/Azk1a_93/status/1087119133475389441
19 Jan 2019,3:31 PM,@Farmasi_iaa,good info. thanks,True,NA,NA,1,/Farmasi_iaa/status/1086768176208072705
18 Jan 2019,11:22 PM,@119bdgemergency,sakit? Call 119 @Bandung_Dinkes @ritaverita167 @HumasBdg @PRFMnews @diskes_jabar @DitjenYankes @KemenkesRI @ElshintaBandungpic.twitter.com/3oJg7bSkAw,False,NA,1,1,/119bdgemergency/status/1086524226087993344
18 Jan 2019,4:00 AM,@KemenkesRI,"INGAT!
Cantik tak sekedar kurus saja, tapi juga sehat 
Setuju?pic.twitter.com/0Z1MsTXEbC",False,6,245,200,/KemenkesRI/status/1086231733647728642
18 Jan 2019,2:16 AM,@KemenkesRI,"Yakin masih mau merokok? 
#KerenTanpaRokokpic.twitter.com/K1Eis6mQ1j",False,6,74,61,/KemenkesRI/status/1086205717420232704
17 Jan 2019,6:26 PM,@AndroJkusumah,"A Good Project/Program start with #goodplanning and it was done participatively from all stakeholders.
@FAOIndonesia @kementan @KementerianLHK @KemenkesRI pic.twitter.com/Y6mbFz67q4",False,NA,1,1,/AndroJkusumah/status/1086087391419326464
17 Jan 2019,5:47 PM,@faiza_fahriz,"Hepi milad dek, wish you all the best dan lancar studinya, amiiinn",True,1,NA,NA,/faiza_fahriz/status/1086077678153719808
17 Jan 2019,6:00 AM,@KemenkesRI,"Selamat tidur #Healthies 

Agar istirahatmu lebih maksimal dan berkualitas, jauhkan gadgetmu ya 

Selamat beristirahat pic.twitter.com/OgcoYO9hwB",False,2,66,66,/KemenkesRI/status/1085899543575588864
17 Jan 2019,4:00 AM,@KemenkesRI,"Plastik atau kresek memang membantu dalam keseharianmu. Namun ada bahaya limbah plastik yang mengintai 

Kurangi penggunaan plastik, gantilah dengan tas belanja atau botol minum ya 

Salam sehat!

#StopPlastik
#KesehatanLingkunganpic.twitter.com/eiG28Xpi3v",False,3,81,50,/KemenkesRI/status/1085869345505447936
16 Jan 2019,9:43 PM,@pkl_pusjenggot,repost @KemenkesRI https://www.instagram.com/p/BsuW15tFDgerq6jBo2Xmsud-kvhuBqrkyxh5B00/?utm_source=ig_twitter_share&igshid=1fos3bpihrggx …,False,NA,NA,NA,/pkl_pusjenggot/status/1085774470281916416
16 Jan 2019,9:24 PM,@curesmaindia,Many more #newborn deaths can n saved if genetic screening for #RareDisease can b done. Prevention of #RareDisease like #spinalmuscularatrophy shud be agenda for 2019 #HealthForAll n 4 achieving SDGs 2030.,True,NA,NA,NA,/curesmaindia/status/1085769926625906688
16 Jan 2019,7:36 PM,@sseaypindonesia,"Partnering with @nahdlatululama - the largest Islamic organisation in Indonesia - and @KemenkesRI , this activity aims to accelerate efforts in ending tuberculosis (TBC) and promote clean and healthy lifestyle in pesantren. pic.twitter.com/qfO8aNKIng",False,1,NA,NA,/sseaypindonesia/status/1085742594691223552
16 Jan 2019,7:28 AM,@jerrytanhardjo,Menkes said : seems no problem to me. I didnt see any shit of it pic.twitter.com/x5JhSp23cq,True,NA,3,2,/jerrytanhardjo/status/1085559334333865984
14 Jan 2019,1:48 PM,@JKFC23456789,"Apakah ini Penghinaan.
Benarkah Gaji Dokter lebih Kecil dari Tukang Parkir?

Se-umur2 Kami Belum Pernah lihat Dokter lebih Miskin dari Tukang Parkir...apa anda pernah lihat? Sebutkan Dokternya & alamatnya.

@TheArieAir @RizmaWidiono @KemenkesRI @P3nj3l4j4hhttps://m.detik.com/news/berita/4384570/prabowo-banyak-dokter-gajinya-lebih-kecil-dari-tukang-parkir?utm_term=echobox&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1547474905 …",False,20,51,95,/JKFC23456789/status/1084930309781520384
14 Jan 2019,10:19 AM,@miketik,"This is a before-the-OUCH shot, isn’t it? He really doesn’t look thrilled, despite the thumbs up. 

It’s a look that says “Hurry up and take the picture! I can only do ‘brave’ for so long!”",True,NA,NA,NA,/miketik/status/1084877683031490560
14 Jan 2019,3:41 AM,@maya_rachmah,so proud of this boy scout ..nice pose,True,NA,NA,NA,/maya_rachmah/status/1084777442223386625
14 Jan 2019,12:07 AM,@jemidamiana,"“Clearly we are terrified, will I still be alive or not by the end of the year?” HIV patient Baby Rivona Nasution, told the news conference hosted by the @KoalisiAIDS
@KemenkesRI @ODHAberhaksehat @RumahCemara @AyoUbudhttps://reut.rs/2QHY4ur ",False,NA,5,3,/jemidamiana/status/1084723585447387136
